Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
46d26ec0-3ca8-dd40-2b29-c06b8f5bc5fd,1913-09-13,,999-19-1455,S99975605,X71856596X,Mrs.,Fran41,Halvorson124,JD,Jacobs452,M,white,nonhispanic,F,Montague  Massachusetts  US,354 Bauch Manor,Rockland,Massachusetts,Plymouth County,,42.12221966930337,-70.93602464241535,1462139.99,20869.389999999996
9c452d24-00b0-d58f-4cd5-b82bd6695646,1917-04-27,1958-11-07,999-87-7186,S99994151,X21318015X,Mr.,Sydney660,Champlin946,,,M,white,nonhispanic,M,Leominster  Massachusetts  US,361 Wilkinson Branch Apt 54,Arlington,Massachusetts,Middlesex County,02474,42.40449962446986,-71.15142286768636,1053405.15,4258.54
fd263d8e-7d79-e54c-0c5f-351a1e3635ed,1961-11-14,,999-29-5620,S99966067,X37332519X,Mrs.,Jenna662,Conn188,,Bashirian201,M,white,hispanic,F,West Bridgewater  Massachusetts  US,1022 Goodwin Branch Apt 70,Boston,Massachusetts,Suffolk County,02199,42.3325565085152,-71.04000169373391,1428724.59,8430.83
021b10fa-cb4a-6830-4891-66b4d91b46b1,1998-04-28,,999-41-7285,S99916634,X30974204X,Mr.,Micah422,Witting912,,,,white,nonhispanic,M,Leominster  Massachusetts  US,126 Crona Crossing Unit 55,Teaticket,Massachusetts,Barnstable County,02536,41.61231516885338,-70.58532483264028,591776.58,7386.78
40c7c5d7-e21d-0aec-3023-bf613f37a5f1,1945-05-11,1998-05-01,999-89-6142,S99972470,X50640640X,Mr.,Ryan260,Turcotte120,,,S,white,nonhispanic,M,Andover  Massachusetts  US,1068 Eichmann Mall,New Bedford,Massachusetts,Bristol County,,41.535235479923934,-70.97500080762299,164540.3,10550.73
78d10158-a7a9-5956-e3d5-f72c7bc385bd,1980-10-20,,999-12-9943,S99913180,X65701423X,Mrs.,Tamala194,Lehner980,,Frami345,M,white,nonhispanic,F,Amherst Center  Massachusetts  US,874 Watsica Knoll,Falmouth,Massachusetts,Barnstable County,02540,41.556309246675816,-70.62703268550868,1040808.6699999999,5047.92
3b89b353-f45e-b2b7-cdf3-b308eed43604,1978-01-05,,999-35-8760,S99911937,X54204180X,Mrs.,Barabara924,Paucek755,,Schultz619,M,white,nonhispanic,F,Boston  Massachusetts  US,664 Reinger Key Unit 55,Westport,Massachusetts,Bristol County,,41.61132447982493,-71.1013734015567,138170.21,9532.3
e4c173c1-99ab-865e-4094-970fd1ac8df8,1939-01-14,1997-10-19,999-18-8709,S99915487,X76455689X,Mrs.,Johanna547,Vandervort697,,McClure239,M,white,nonhispanic,F,Canton  Massachusetts  US,123 Klein Promenade,Worcester,Massachusetts,Worcester County,01603,42.207820771891726,-71.85087267674993,114657.47,7502.7
6f4d77e9-2203-03a3-8966-92a22a21000a,1928-07-06,,999-57-4283,S99988087,X54966062X,Mrs.,Shawnta32,Zboncak558,,Purdy2,M,white,nonhispanic,F,Sharon  Massachusetts  US,435 Upton Ranch,Agawam,Massachusetts,Hampden County,01001,42.11034848333438,-72.58630727773529,1488367.3699999999,10505.329999999998
b72410e2-b90b-7073-473b-17dcdf2d55d3,1999-08-11,,999-60-4178,S99920258,X31729742X,Ms.,Valeri645,Stroman228,,,,white,nonhispanic,F,Newton  Massachusetts  US,185 MacGyver Bridge,Framingham,Massachusetts,Middlesex County,01702,42.34932355611534,-71.48201998309663,454470.13,4094.5899999999997
a58de3fd-f026-902b-55c1-872dc042e0c5,1930-01-02,,999-56-9731,S99965909,X45903391X,Mrs.,Contessa946,Leuschke194,,Hills818,M,white,nonhispanic,F,Milton  Massachusetts  US,554 Von Bridge Suite 29,Concord,Massachusetts,Middlesex County,,42.45605958298878,-71.36738713740621,120621.0,15871.789999999999
b6d9f9f6-b4b0-8b31-1827-dcc141011135,1917-04-27,2000-06-27,999-10-8857,S99918924,X67706682X,Mr.,Bud153,Fritsch593,,,M,white,nonhispanic,M,Winchester  Massachusetts  US,758 Mayer Gate Apt 67,Arlington,Massachusetts,Middlesex County,02474,42.415268117099664,-71.19212995261317,1700164.55,8548.51
bdbe1585-a264-dc8c-dcf9-472b0280a91d,1985-09-04,,999-53-5206,S99938476,X45396939X,Mrs.,Soon875,Ortiz186,,Walter473,M,black,nonhispanic,F,East Bridgewater  Massachusetts  US,245 Herzog Extension Suite 62,Somerville,Massachusetts,Middlesex County,02155,42.363864390188056,-71.05150061347078,878517.77,7180.089999999999
7696f89d-e2f0-308a-e66a-58eafbc08b63,1917-03-03,1998-05-30,999-99-6309,S99981267,X58736444X,Mr.,Kyle55,Hickle134,,,S,white,nonhispanic,M,Hanson  Massachusetts  US,1058 Weimann Camp Unit 21,Weymouth,Massachusetts,Norfolk County,02190,42.20137322563278,-70.95292769118272,1701193.54,21930.309999999998
f1443845-26e3-aece-4bb9-685a861e6f6e,1967-01-21,,999-90-6041,S99950825,X65344138X,Ms.,Angelia425,Wolff180,,,S,white,nonhispanic,F,Paris  Ile-de-France  FR,871 Bahringer Alley Apt 4,Boston,Massachusetts,Suffolk County,02203,42.343539813038184,-71.00050838413263,351667.5,17850.71
1f7a33f8-5cdd-61ca-0b3d-2af6fad8d08f,1988-07-20,,999-22-1153,S99939489,X85737786X,Mrs.,Sabra779,Stark857,,Kihn564,M,white,nonhispanic,F,Mansfield Center  Massachusetts  US,987 Schaden Rue,Freetown,Massachusetts,Bristol County,,41.81409032020495,-71.00767810763887,654934.62,7060.789999999999
e1244be8-cdbe-a5ae-f401-b462cdb389cb,1939-01-14,2000-07-28,999-25-1961,S99945579,X40439719X,Mrs.,Joye57,Spencer878,,Rau926,M,white,nonhispanic,F,Ashburnham  Massachusetts  US,543 Rosenbaum Road Apt 15,Worcester,Massachusetts,Worcester County,01607,42.236595430821644,-71.87540753857158,144988.91999999998,21522.899999999998
e015f011-4286-caa1-01eb-81feec52e20d,2002-09-03,,999-85-5226,S99949899,,Ms.,Hui924,Zieme486,,,,white,nonhispanic,F,Fall River  Massachusetts  US,975 Rolfson Ranch,Springfield,Massachusetts,Hampden County,01108,42.11526016549633,-72.52741716884351,396743.95,4157.87
75425ac1-ff8b-76eb-5b4b-633b619c87c3,1917-04-27,2000-11-18,999-86-6096,S99926747,X60297064X,Mr.,Timmy68,Lakin515,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,674 Kautzer Wall,Arlington,Massachusetts,Middlesex County,,42.390475352745916,-71.13331072976817,1625441.3699999999,7681.57
0c187b1f-27d8-a277-54ba-a2b7ee0db45e,1917-03-03,1996-06-20,999-51-4282,S99919738,X77735874X,Mr.,Roberto515,Cole117,,,M,white,nonhispanic,M,North Lakeville  Massachusetts  US,287 Hintz Green Apt 68,Weymouth,Massachusetts,Norfolk County,02190,42.237134264993735,-70.9117227868221,1378150.05,6620.36
5450a2c7-c50c-ac32-81fe-425e52b21c52,1966-02-17,,999-48-4054,S99936796,X29625705X,Mr.,Wiley422,Funk324,,,M,white,nonhispanic,M,Dracut  Massachusetts  US,358 Lang Forge Apt 15,Ludlow,Massachusetts,Hampden County,,42.23342974406269,-72.4488959785271,172327.31,6963.849999999999
c21ec67e-5b58-1689-ae45-2f943ac701e9,1945-05-11,,999-61-8145,S99997587,X1312808X,Mr.,Ismael683,Gulgowski816,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,1011 Gutkowski Gateway Unit 34,New Bedford,Massachusetts,Bristol County,,41.6281319929256,-70.93033958195713,275284.07,27208.97
8ae88d45-4998-cf3b-6cf4-2d1f9d1324c6,1965-10-24,,999-87-8621,S99993076,X23312060X,Ms.,Anita473,Braun514,,,S,white,nonhispanic,F,North Andover  Massachusetts  US,168 Anderson Viaduct,Amherst,Massachusetts,Hampshire County,,42.39783893232313,-72.54291445918959,1325637.57,4767.719999999999
6a2ed053-e2fc-ccd3-88b3-abedd7808593,1957-08-23,2009-06-06,999-11-7876,S99936986,X45032120X,Mr.,Marquis364,Greenfelder433,,,M,white,nonhispanic,M,Abington  Massachusetts  US,981 Gleichner Esplanade,Stoughton,Massachusetts,Norfolk County,,42.15030961809597,-71.15112474484701,1211928.53,8522.02
54dbd20e-d908-f16d-58ad-f44690b8a25a,1939-01-14,2020-06-24,999-34-2604,S99921533,X63304876X,Mrs.,Dion244,Crooks415,,Sawayn19,M,white,nonhispanic,F,Amherst  Massachusetts  US,138 Cassin Junction,Worcester,Massachusetts,Worcester County,01609,42.25660590516781,-71.78319591900326,162907.24,5105.15
08079f78-ae82-5d17-e53c-40d5cc16d775,1963-12-07,,999-27-4873,S99970578,X16778878X,Ms.,Merle11,Rath779,,,S,white,nonhispanic,F,Worcester  Massachusetts  US,1061 Schumm Row,Buzzards Bay,Massachusetts,Barnstable County,02532,41.72817073465463,-70.61350855797292,1350882.66,12547.749999999998
f2a89854-062a-f8b2-7d28-ac0dc72dac53,1987-05-12,,999-21-4922,S99962507,X74861424X,Mr.,Alejandro916,Castro740,,,M,white,hispanic,M,Marigot  Saint Andrew Parish  DM,387 Herzog Estate,Boston,Massachusetts,Suffolk County,02151,42.302954930207456,-71.01080453109323,49066.5,7191.72
6d1f2671-e6a0-a415-5373-3a2bda361932,1917-03-03,1972-09-09,999-31-6812,S99938938,X31251123X,Mr.,Anibal473,Kub800,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,754 Weimann Underpass,Weymouth,Massachusetts,Norfolk County,02188,42.2487564499363,-70.96652336455631,1301053.46,4409.32
d6f09c66-d8cc-067c-0eb9-6e0c1c2e8278,1935-12-04,2020-06-11,999-60-3702,S99974115,X87674777X,Mr.,Ezekiel373,Gulgowski816,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1004 Hilpert Arcade Unit 23,Cambridge,Massachusetts,Middlesex County,,42.35437677103018,-71.15787307918869,1474161.96,10531.98
7518fa1f-436b-c095-96fc-3a99c8aa3897,1984-09-27,,999-61-1644,S99958030,X37224115X,Mrs.,Fatima244,Vandervort697,,Smitham825,M,white,nonhispanic,F,Fall River  Massachusetts  US,532 Witting Manor Suite 4,Needham,Massachusetts,Norfolk County,02492,42.27234058651984,-71.25158384295253,869563.97,3925.3899999999994
a210e7ea-ae55-257f-6476-ca2e1fcfcb21,1916-10-28,1985-05-07,999-46-7319,S99960531,X17017643X,Mr.,Russell422,Walsh511,,,M,white,nonhispanic,M,Woburn  Massachusetts  US,109 Flatley Way,Revere,Massachusetts,Suffolk County,,42.41631892159059,-71.0203567098083,803453.0800000001,172272.97000000003
e372f90b-7be3-b19e-faaf-dc601db02102,2001-11-01,,999-96-2255,S99989591,,Ms.,Leandra549,Olson653,,,,asian,nonhispanic,F,Pittsfield  Massachusetts  US,803 Lindgren Avenue Apt 67,Worcester,Massachusetts,Worcester County,01607,42.25730926369154,-71.87050610431176,475824.62,2999.72
af7d5693-35b4-2ea1-fba8-fb43ca2551ed,1939-01-14,,999-60-5671,S99936925,X20201984X,Ms.,Betty470,Feeney44,,,S,white,nonhispanic,F,Canton  Massachusetts  US,750 Stark Lane,Worcester,Massachusetts,Worcester County,01610,42.22998645299279,-71.7785888426425,165315.15,5562.889999999999
72ce2503-279f-64aa-87c3-cd29b9344f17,1957-08-23,2006-09-15,999-50-1278,S99968734,X33893229X,Mr.,August363,Pacocha935,,,M,white,nonhispanic,M,Millis  Massachusetts  US,762 Durgan Ville Suite 52,Stoughton,Massachusetts,Norfolk County,,42.10295101195573,-71.08638068934863,1448552.31,4201.55
dbf1da00-04b4-b158-4900-c24b872fb362,1989-03-02,,999-80-6718,S99924169,X36226882X,Mr.,Dwayne786,Buckridge80,,,M,white,hispanic,M,Boston  Massachusetts  US,452 Lakin Haven,Springfield,Massachusetts,Hampden County,01129,42.138587140665166,-72.54063123128294,780663.75,3859.62
cafc75da-d099-71eb-b1f0-56c34d8c2895,1935-12-04,,999-47-2954,S99986395,X30062582X,Mr.,Andrea7,Kuphal363,,,M,white,nonhispanic,M,Newburyport  Massachusetts  US,1067 Wilkinson Divide Suite 61,Cambridge,Massachusetts,Middlesex County,02142,42.416659462528365,-71.16077321976145,1475304.72,8738.679999999998
08ce4c0b-a652-6523-3544-9a935c35f5b5,1975-03-29,,999-21-9762,S99912505,X67562975X,Mrs.,Sharlene906,Hegmann834,,Emard19,M,white,nonhispanic,F,Boston  Massachusetts  US,1093 Hermiston Club Unit 62,South Duxbury,Massachusetts,Plymouth County,,42.060167196010646,-70.65363685540879,983650.43,5317.639999999999
cbc60949-cd6f-e5ae-8a71-fb0bfeaff8cf,1917-04-27,2007-04-18,999-67-1179,S99925992,X44811063X,Mr.,Sidney996,Wuckert783,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,346 Heller Dam,Arlington,Massachusetts,Middlesex County,,42.435728607050955,-71.14265800520104,1494403.66,23214.8
aead835e-66f2-d3b9-099c-c33844a70748,1946-12-04,,999-78-5468,S99954815,X35120345X,Mr.,Thad495,Ziemann98,,,M,white,nonhispanic,M,Canton  Massachusetts  US,168 Deckow Trail Suite 18,Brookline,Massachusetts,Norfolk County,,42.36336789923967,-71.10924795681738,1365263.5899999999,13474.169999999998
f9519ede-3f1c-0495-8b66-15271c766149,1973-04-12,,999-44-2223,S99912306,X11344406X,Mrs.,Fanny438,Doyle959,,Pfeffer420,M,white,nonhispanic,F,Randolph  Massachusetts  US,594 Haag View Apt 77,Boston,Massachusetts,Suffolk County,02199,42.305900855820084,-71.15053463890874,403997.11,4037.0999999999995
a3135fd3-e3ab-9ac5-1e0d-1f8ec2055eea,1917-03-03,1980-08-04,999-71-1080,S99997768,X25193728X,Mr.,Santos184,Jenkins714,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,292 Lindgren Way,Weymouth,Massachusetts,Norfolk County,02189,42.20998629229104,-70.9632694412501,1700917.01,4968.719999999999
7d37f17d-9abb-0877-93ae-69f8aa1ec333,1958-10-13,,999-71-7276,S99934212,X46411030X,Mr.,Ricardo560,Wiza601,,,M,white,hispanic,M,Boston  Massachusetts  US,1090 Dooley Skyway,Watertown,Massachusetts,Middlesex County,02472,42.407636319618014,-71.20925388080005,1665285.23,6016.2
5d60898a-cdf2-0d90-d7d6-bbf21f5f7def,1947-04-20,,999-67-6101,S99957846,X54497143X,Mr.,Carlton317,Anderson154,,,S,white,nonhispanic,M,Hamburg  Hamburg  DE,476 Monahan Way Unit 12,Easton,Massachusetts,Bristol County,,42.072908526484746,-71.152663740453,1596975.89,7526.57
6d37583a-8600-96b4-1520-6fa19243c80b,2002-09-27,,999-31-6762,S99981574,,Ms.,Rosann381,Jones311,,,,white,nonhispanic,F,Peabody  Massachusetts  US,289 Bailey Highlands,Milford,Massachusetts,Worcester County,01757,42.171715580356505,-71.5541933473748,408093.79,2780.6
ef2757e6-44bd-8fdb-bb57-450a60c247b9,1936-08-04,,999-20-8471,S99998293,X45425898X,Mrs.,Carmelina668,Schulist381,,Klocko335,M,black,nonhispanic,F,Lowell  Massachusetts  US,612 Kirlin Dale,Boston,Massachusetts,Suffolk County,02215,42.32112248665727,-71.01698868155427,1430171.35,10624.639999999998
35cdddbd-0416-80fe-c7c7-28cbc1b7953c,1948-04-16,,999-29-1261,S99993237,X30588789X,Mr.,Jerome176,Wilkinson796,,,M,white,hispanic,M,Lynn  Massachusetts  US,523 Walter Ferry Apt 14,Hanover,Massachusetts,Plymouth County,,42.074853471024596,-70.81346953637019,1602188.68,8682.33
376d4501-11b9-491a-9167-62e090990221,2003-05-04,,999-46-2935,S99921398,,Mr.,Stefan297,Hickle134,,,,white,nonhispanic,M,Boston  Massachusetts  US,638 Hayes Fort Apt 50,Wilbraham,Massachusetts,Hampden County,,42.07994964025159,-72.46445218955304,419354.42,2861.46
065d2a33-3844-23d7-58ce-1611965fba79,1989-12-24,,999-52-2778,S99967489,X56151157X,Mr.,Eric487,Kerluke267,,,M,white,nonhispanic,M,Stow  Massachusetts  US,676 Schamberger Rue,Hardwick,Massachusetts,Worcester County,,42.38785404444643,-72.2426142789313,686725.88,2569.68
1d3a9922-f4a5-605b-7d31-0a425427e459,1944-04-20,,999-94-6148,S99980877,X72773293X,Mrs.,Krysten276,Brekke496,,Crist667,M,white,nonhispanic,F,Waltham  Massachusetts  US,575 Lueilwitz Club Apt 82,Cohasset,Massachusetts,Norfolk County,,42.3047421145323,-70.77165938086912,1433864.8399999999,13570.939999999999
482583c8-e4b1-f737-2172-fdc89b770a08,1917-03-03,2001-10-12,999-76-5249,S99943568,X55128444X,Mr.,Scotty190,Ziemann98,,,M,white,nonhispanic,M,Salisbury  Massachusetts  US,541 Windler Quay,Weymouth,Massachusetts,Norfolk County,02191,42.19849368107765,-70.97351611288286,1550459.9,6782.619999999999
e6361e0a-e4f6-bca6-7bd7-f6b09af9661d,1975-11-04,,999-47-9861,S99994389,X72506395X,Mr.,Ted955,Nader710,,,M,white,nonhispanic,M,Paris  Ile-de-France  FR,281 Kris Fork Suite 17,Worcester,Massachusetts,Worcester County,01607,42.27260788334029,-71.76528697817746,1211079.99,3073.9199999999996
7f137dbf-5c46-f317-0647-ed17444c2910,1993-12-21,,999-66-3056,S99977455,X55297547X,Mrs.,Loura465,Connelly992,,Turcotte120,M,white,nonhispanic,F,Fall River  Massachusetts  US,628 Sawayn Well,Dartmouth,Massachusetts,Bristol County,,41.53605008741198,-70.93377428206816,654972.85,5241.299999999999
cf5f121e-bf1c-c37b-d279-6a0e5a46228e,1957-08-23,,999-25-6811,S99919255,X59501837X,Mr.,Donald774,McClure239,,,M,white,nonhispanic,M,Dudley  Massachusetts  US,299 Boehm Mill Unit 28,Stoughton,Massachusetts,Norfolk County,,42.08859689658149,-71.05940853628027,1220781.96,170836.49999999988
ec412fe8-fd03-2994-0303-5731e0ec0a1c,1969-12-04,,999-91-1974,S99945571,X7652292X,Mr.,Mckinley734,Christiansen251,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,1046 Wuckert Parade,Boston,Massachusetts,Suffolk County,02111,42.38337024047765,-71.05533951749189,159576.85,5849.79
5ec5abb8-c94b-e755-480a-bf4296b0a5ea,1917-04-27,2011-08-08,999-93-9194,S99962668,X52815394X,Mr.,Leonardo412,Schulist381,,,M,white,nonhispanic,M,Fairhaven  Massachusetts  US,493 Haley Ville,Arlington,Massachusetts,Middlesex County,,42.3915251503253,-71.16668986490839,1577921.31,14167.829999999998
1b65c724-35e1-9983-79cb-68c0848eb05e,1916-10-28,,999-56-6961,S99963249,X67558090X,Mr.,Maurice742,Bosco882,,,M,white,nonhispanic,M,Gardner  Massachusetts  US,682 Hackett Flat,Revere,Massachusetts,Suffolk County,,42.42222030748168,-70.99532323180846,836202.9,96307.8
cd279c67-542f-dff6-4b0e-e764d092bdc9,1979-03-26,,999-70-3000,S99966475,X11061498X,Mrs.,Janette321,Pagac496,,Kuvalis369,M,white,nonhispanic,F,Methuen  Massachusetts  US,317 Klein Green Unit 40,New Bedford,Massachusetts,Bristol County,02747,41.66628581031371,-70.9847834353304,887837.08,4529.45
f475e017-5340-966c-58e9-4de273aee3a3,1942-06-09,,999-95-4965,S99967834,X89988600X,Mr.,Erick204,Kemmer137,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,530 Wolf Union Suite 17,Boston,Massachusetts,Suffolk County,02199,42.3234065061089,-71.15079446525529,55613.72,4536.49
60530d29-0468-98b7-9bbd-4b3d001f9f67,1911-12-30,1995-04-11,999-52-8545,S99920604,X79546511X,Mrs.,Goldie436,Mann644,,Kunde533,M,white,nonhispanic,F,Worcester  Massachusetts  US,967 Wilderman Gardens,Dedham,Massachusetts,Norfolk County,,42.23222484995225,-71.23014536262015,76779.98,3813.96
548d8985-cde1-8950-0e2c-a0c602d9106b,1963-10-20,,999-81-8605,S99974892,X60821917X,Ms.,Manuela585,Gibson10,,,S,white,nonhispanic,F,Springfield  Massachusetts  US,603 Emard Corner,Stoneham,Massachusetts,Middlesex County,,42.503440914693265,-71.12691005773232,1254702.06,8996.06
8cf5a4b0-c180-9484-5e21-4d87e89a8174,1989-03-24,,999-71-4487,S99997798,X16783909X,Mrs.,Sage164,Wuckert783,,Brakus656,M,white,nonhispanic,F,Milford  Massachusetts  US,1019 Kunze Way,Fitchburg,Massachusetts,Worcester County,01420,42.623822014325874,-71.80076152134082,108510.67,12503.309999999998
eead97be-db0d-bd5c-82ea-bb4e0b2b9370,1954-02-19,,999-12-1157,S99982785,X47466100X,Mr.,Teodoro374,Madera340,,,S,white,hispanic,M,Lima  Lima Province  PE,419 D'Amore Park,Boston,Massachusetts,Suffolk County,02108,42.27963253683712,-71.08227445611847,19247.34,537.4399999999999
f1ce9ff5-3681-6a7d-9a94-b8cc0ae69b81,1948-08-12,,999-67-7469,S99946598,X40298279X,Mr.,Benito209,Tamez493,,,M,white,hispanic,M,Carolina  Puerto Rico  PR,723 Hilll Mission Apt 87,Boston,Massachusetts,Suffolk County,02127,42.362836355974515,-71.03161087431546,1749647.6199999999,6907.759999999999
29bf07b0-6ffa-bd20-aed3-6466b480c64a,1988-06-09,,999-10-9648,S99958373,X46366278X,Mr.,Wilbert25,Jacobs452,,,S,white,nonhispanic,M,Foxborough  Massachusetts  US,970 Steuber Course Apt 54,Athol,Massachusetts,Worcester County,,42.529279108946724,-72.24502771801869,878886.21,3865.56
a58596a8-39f1-6f13-36ef-26a2249a6bb6,1914-11-27,1979-04-23,999-38-9025,S99911377,X24237854X,Mr.,Shirley182,Quigley282,,,M,white,nonhispanic,M,Dartmouth  Massachusetts  US,803 Hodkiewicz Union,Weymouth,Massachusetts,Norfolk County,02188,42.23799019516721,-70.95040322710503,199141.26,4882.58
172a0509-b944-9a92-11a6-2bc59467864b,1917-03-03,1974-09-19,999-76-2506,S99926550,X51365359X,Mr.,Tommy814,Balistreri607,,,M,white,nonhispanic,M,Sandwich  Massachusetts  US,603 Haag Fork Apt 28,Weymouth,Massachusetts,Norfolk County,02189,42.20689011360512,-70.92632215109275,1250655.55,4066.8899999999994
098da287-34dc-baa7-7496-bf64a9e42837,1978-08-09,,999-76-4909,S99997842,X85250064X,Mr.,Jimmie93,Moore224,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,1060 Reilly Mews,Brimfield,Massachusetts,Hampden County,,42.1231160836568,-72.22535966095306,987501.13,4685.03
8286d4e5-6d2e-2dc9-9776-557aa9c4348b,1941-01-10,2003-11-10,999-80-9589,S99910243,X72990093X,Mr.,Claude750,Corkery305,,,M,white,nonhispanic,M,North Attleborough  Massachusetts  US,860 Thiel Tunnel Apt 90,Natick,Massachusetts,Middlesex County,,42.251666280971115,-71.35432178193821,1305644.68,3686.9999999999995
68e79d0a-7187-6ffe-eb31-f128548bc6e4,1914-11-27,1978-12-29,999-30-6497,S99995292,X63547738X,Mr.,Erin498,Eichmann909,,,M,white,nonhispanic,M,Yarmouth  Massachusetts  US,362 Collier Row,Weymouth,Massachusetts,Norfolk County,,42.25004084914487,-70.97264422345745,198592.9,5900.889999999999
629f9e79-78d8-305d-3077-65c4b5ab3c9f,1930-11-12,2014-06-11,999-12-8840,S99935060,X39728258X,Mrs.,Erica194,Zieme486,,Flatley871,M,white,nonhispanic,F,Worcester  Massachusetts  US,562 Trantow Viaduct,Marshfield,Massachusetts,Plymouth County,,42.08613880580077,-70.7355093943281,1503234.34,13867.899999999998
d56d7436-fd92-fdba-6581-095c8a398c55,1917-04-27,,999-94-7975,S99937604,X65585705X,Mr.,Domenic627,Flatley871,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,458 Ward Mall,Arlington,Massachusetts,Middlesex County,,42.37165882024872,-71.1704044264708,1690407.86,28393.11
0fbeb9a7-e8d0-bf66-9961-81cbe8468b27,1911-12-30,2002-08-08,999-91-8636,S99952314,X62069663X,Mrs.,Dannie881,Bernier607,,Senger904,M,white,nonhispanic,F,Athol  Massachusetts  US,290 Osinski Course,Dedham,Massachusetts,Norfolk County,,42.197058020756366,-71.18554833893182,92966.91,11683.65
